startTime,flowct,mean_dest_bytes,stdev_dest_bytes,mean_dest_pkts,stdev_dest_pkts,mean_duration,stdev_duration,mean_intvl,stdev_intvl,mean_src_bytes,stdev_src_bytes,mean_src_pkts,stdev_src_pkts,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
12996.73234,1,562.0,0.0,5.0,0.0,0.8716729999999999,0.0,0.0,0.0,587.0,0.0,6.0,0.0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
2462.369169,25,3060.6,1851.153553,18.16,7.661698232000001,75.34395652,58.79489011,460.3712315,737.9884179,1010.44,419.8026132,17.52,7.29199556,25,0,24,25,0,0,0,23,25,0,25,0,24,17,25,0,0,15,0,0
6607.579628,4,124.0,82.66666667,12.0,3.583333333,121.72127350000001,45.737562,56.290735999999995,79.39923398,315.0,132.0,13.0,3.583333333,4,0,3,4,0,0,0,0,4,0,4,0,2,4,4,0,0,0,0,0
112.075547,219,591.9680365,705.9445367000001,7.150684932000001,5.958251952,35.31800011,45.80999304,64.84884888,128.9828076,276.18264839999995,328.3069227,7.872146119,5.6263075670000005,208,0,87,206,0,0,0,14,217,0,208,0,87,203,217,0,0,0,0,0
11076.02407,1,276.0,0.0,17.0,0.0,122.234429,0.0,0.0,0.0,365.0,0.0,18.0,0.0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
6172.136077,6,5896.166667,135.71944440000001,13.83333333,0.5694444439999999,12.014183500000001,5.724147381,1433.040189,2857.246712,632.0,105.6888889,10.83333333,0.48611111100000004,6,0,6,6,0,0,0,2,6,0,6,0,6,5,6,0,0,1,0,0
8872.314062000001,25,489.0,0.0,4.0,0.0,87.30784552,48.10423568,3979.295121,5504.216152,416.44,57.00943747,6.0,0.0,25,0,25,0,0,0,0,25,25,0,25,0,25,25,25,0,0,0,0,0
4497.212803,3,175.66666669999998,117.1111111,7.666666667,3.111111111,44.19397733,25.41940272,0.126226,0.12542999999999999,104.66666670000001,69.77777778,8.333333332999999,2.888888889,3,0,1,3,0,0,0,0,3,0,3,0,1,3,3,0,0,0,0,0
4147.523057,1,1217.0,0.0,18.0,0.0,128.04798200000002,0.0,0.0,0.0,1363.0,0.0,19.0,0.0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
466.587908,36,58.0,0.0,5.0,0.0,5.5781601389999995,0.09655800199999999,2976.981989,3875.949928,1024.0,0.0,5.083333333,0.116007881,36,0,36,36,0,0,0,0,36,0,36,0,36,36,36,0,0,0,0,0
229.61605600000001,4,89271.25,38080.64583,88.0,32.33333333,187.28159399999998,86.21435746,415.82493700000003,497.03395520000004,1152.25,289.6458333,40.5,12.25,4,0,4,3,0,0,0,3,4,0,4,0,4,3,4,0,0,2,0,0
11516.67199,2,929.0,464.5,11.5,4.25,63.8901915,29.27722175,0.002074,0.0,763.0,381.5,12.0,4.0,2,0,1,2,0,0,0,0,2,0,2,0,1,2,2,0,0,0,0,0
7125.806134,1,1238.0,0.0,22.0,0.0,155.400957,0.0,0.0,0.0,1498.0,0.0,23.0,0.0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
6389.378438000001,15,12306.4,7695.477517,22.8,10.54589688,21.15683993,2.7266388110000004,13.57259421,26.94406469,1093.066667,280.4862471,17.0,5.415989011000001,15,0,15,15,0,0,0,0,15,0,15,0,15,15,15,0,0,0,0,0
309317.5556,3,0.0,0.0,0.333333333,0.222222222,1.001144,0.8341801670000001,15.530629500000002,6.5296055,0.0,0.0,1.333333333,0.27777777800000003,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0
7218.496658,1,783.0,0.0,16.0,0.0,119.844099,0.0,0.0,0.0,305.0,0.0,17.0,0.0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
6098.787254,1,3746.0,0.0,24.0,0.0,126.255453,0.0,0.0,0.0,1117.0,0.0,23.0,0.0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
4069.75625,34,38362.26471,45777.33197,40.14705882,38.50074451,14.22257974,4.881181047,253.6349747,1114.066889,861.1176471000001,200.1993192,17.02941176,9.586575572000001,34,0,34,33,0,0,0,2,34,0,34,0,28,33,34,0,0,2,0,0
667.7220169999999,2,3485.0,0.0,13.0,0.0,9.202853,0.0368555,0.002862,0.0,655.0,0.0,10.5,0.25,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
11658.63162,2,13313.0,6227.5,34.5,5.75,129.453653,0.873655,143.529201,0.0,1029.0,42.5,26.5,1.75,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
424.851426,3,13260.0,5987.333333,29.33333333,6.722222222,128.6348507,53.64621661,482.533792,481.970042,1037.666667,175.77777780000002,20.66666667,3.111111111,3,0,3,3,0,0,0,0,3,0,3,0,3,3,3,0,0,0,0,0
1187.984858,8,1336.75,1056.683036,14.625,5.761160714,35.88857938,22.83977549,58.13901457,115.81474070000002,4378.875,2865.055804,14.0,5.285714286,8,0,8,8,0,0,0,0,8,0,8,0,8,8,8,0,0,0,0,0
513.1164190000001,22,521.0909091,13.62209661,4.045454545,0.12230969300000001,78.72450205,36.2117703,5022.295294,3937.3627460000002,412.5909091,55.58526867,6.0,0.0,22,0,22,0,0,0,0,22,22,0,22,0,22,22,22,0,0,0,0,0
8409.803876,2,10764.5,1243.75,32.0,1.0,123.00273999999999,0.001977,0.001604,0.0,1468.0,4.0,26.5,0.25,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
6791.934757999999,3,12410.33333,6908.388889,21.33333333,9.222222222000001,84.02639367,30.91616161,2672.7786739999997,2672.776832,226.33333330000002,93.05555556,15.66666667,5.277777778,3,0,2,3,0,0,0,0,3,0,3,0,2,3,3,0,0,0,0,0
7622.677949,2,1367.5,338.75,18.5,0.75,121.14394399999999,0.092449,3892.173746,0.0,2590.0,278.5,19.5,0.75,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
455.841325,30,55.1,5.896012485,4.7,0.46749711200000005,5.566795099999999,0.8304149690000001,3517.419055,3738.361861,955.7333332999999,90.17560298,4.866666667,0.385507709,28,0,28,28,0,0,0,0,30,0,28,0,28,28,28,0,0,0,0,0
11669.306120000001,1,5343.0,0.0,14.0,0.0,10.573108,0.0,0.0,0.0,705.0,0.0,12.0,0.0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
3616.114367,1,342.0,0.0,19.0,0.0,123.36209299999999,0.0,0.0,0.0,3111.0,0.0,19.0,0.0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
75.223928,94038,113.04710859999999,5.814574039,0.9997128820000001,0.0016281470000000001,0.024365803,0.019736871,2.391121749,25.52642387,47.09624833,2.243461949,0.999925562,0.00203465,0,0,93970,0,0,0,0,0,0,0,0,0,93967,0,0,0,0,0,0,0
13717.752269999999,1,2354.0,0.0,18.0,0.0,120.84715600000001,0.0,0.0,0.0,1685.0,0.0,18.0,0.0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
4160.540177000001,1,5663.0,0.0,19.0,0.0,69.769265,0.0,0.0,0.0,703.0,0.0,16.0,0.0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
11774.58402,1,0.0,0.0,3.0,0.0,11.742136,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
10325.505570000001,4,9403.75,5151.9375,16.5,4.708333333,18.07768575,4.454530938,77.50213167,31.53866768,1033.0,231.125,12.5,3.125,4,0,4,4,0,0,0,0,4,0,4,0,4,4,4,0,0,0,0,0
4598.520855,10,18021.8,11504.92437,27.7,15.9347619,63.600632999999995,37.05004958,0.030513667,0.081181637,270.5,174.644246,17.6,8.840992063,10,0,5,10,0,0,0,0,10,0,10,0,5,10,10,0,0,0,0,0
7021.787909000001,3,482.66666669999995,100.5555556,17.0,0.833333333,124.9289163,3.229339444,115.31524750000001,115.3143575,1336.0,358.6666667,18.0,0.833333333,3,0,3,3,0,0,0,0,3,0,3,0,3,3,3,0,0,0,0,0
72.656628,1,0.0,0.0,0.0,0.0,0.093261,0.0,0.0,0.0,44.0,0.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.97391399999998,94,0.0,0.0,0.0,0.0,0.0,0.0,2332.614688,683.4740864,0.0,0.0,1.0,0.0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944.012418,6,83599.16667,61141.05556,100.5,64.14166667,16.199979000000003,5.921666889,0.0009662000000000001,0.00025414400000000004,1895.8333329999998,874.3166667000002,47.66666667,25.31666667,6,0,6,6,0,0,0,0,6,0,6,0,6,6,6,0,0,0,0,0
257.603718,5,12658.4,8544.37,20.2,11.61,53.057265599999994,31.79492671,3.23800425,5.173800551999999,249.2,170.36,14.2,6.91,5,0,2,5,0,0,0,0,5,0,5,0,2,5,5,0,0,0,0,0
5796.026463,15,579.0,0.0,4.0,0.0,89.90416873,43.3455977,6892.30563,6728.288003000001,363.53333330000004,57.03606301,6.0,0.0,15,0,15,0,0,0,0,15,15,0,15,0,15,15,15,0,0,0,0,0
8323.235368000001,6,4614.666667,4735.933333,10.5,7.541666667,13.5196215,4.597864808,4.6651032,9.318949662,3671.666667,3491.75,8.833333332999999,4.675,6,0,2,6,0,0,0,0,6,0,6,0,2,6,6,0,0,0,0,0
